Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
2015-10-23,Penrith,15.0,20.6,15.2,,,SW,31.0,SW,SSW,13.0,11.0,66.0,47.0,,,,,16.7,20.2,Yes
2013-05-13,Nhil,6.6,13.8,8.4,,,WSW,52.0,W,W,26.0,30.0,83.0,57.0,1015.4,1014.9,,,9.4,12.2,Yes
2016-06-24,Melbourne,6.9,10.7,13.8,3.8,4.5,W,44.0,W,W,13.0,17.0,71.0,65.0,1003.0,1008.7,7.0,5.0,8.2,8.4,Yes
2009-03-12,Sydney,18.2,25.3,1.2,5.0,9.8,,,W,E,4.0,22.0,87.0,57.0,1022.9,1020.4,2.0,2.0,20.3,24.7,Yes
2013-10-27,Ballarat,4.8,16.5,0.0,,,ESE,26.0,ESE,SSW,11.0,11.0,91.0,55.0,1024.0,1022.0,7.0,4.0,8.6,15.3,No
2014-02-20,Nhil,8.0,22.4,5.2,,,SW,61.0,W,SSW,24.0,30.0,74.0,33.0,1013.8,1014.8,,,11.9,19.9,Yes
2014-09-07,Melbourne,6.6,21.2,0.0,3.4,11.1,N,48.0,N,N,22.0,26.0,65.0,34.0,1029.8,1025.1,,,11.5,20.7,No
2016-05-11,Brisbane,18.6,25.6,0.0,6.2,3.2,WSW,19.0,WSW,SE,7.0,6.0,57.0,27.0,1017.1,1015.8,7.0,5.0,19.8,24.3,No
2010-02-26,Brisbane,19.6,28.5,1.4,5.0,6.7,ESE,46.0,WSW,ESE,7.0,17.0,71.0,50.0,1022.2,1018.9,5.0,6.0,24.0,27.5,Yes
2013-03-15,Melbourne,17.8,23.9,0.0,5.6,6.5,S,35.0,W,SSE,7.0,19.0,58.0,42.0,1017.7,1016.9,7.0,3.0,20.0,23.1,No
2016-03-04,Newcastle,,,0.0,,,,,,,,,,,,,,,,,No
2016-06-02,PearceRAAF,11.9,21.4,0.0,,9.2,ENE,46.0,ENE,E,28.0,24.0,57.0,44.0,1020.4,1015.5,,,14.3,20.9,No
2009-05-08,PearceRAAF,8.6,,0.0,,9.8,,,ENE,E,20.0,15.0,39.0,23.0,1028.5,1024.3,0.0,,18.4,24.7,No
2012-04-20,Ballarat,10.5,22.6,15.6,,,SE,20.0,,SSW,0.0,9.0,99.0,57.0,1018.5,1016.3,5.0,2.0,15.7,21.3,Yes
2016-12-05,Ballarat,12.0,20.4,1.0,,,N,39.0,SSW,SW,17.0,17.0,84.0,42.0,1011.4,1011.6,8.0,,12.6,19.9,No
2012-05-08,Ballarat,5.3,17.4,0.0,,,NNE,50.0,N,N,24.0,31.0,80.0,67.0,1014.8,1012.8,1.0,,10.3,16.9,No
2017-04-07,Newcastle,,,,,,,,,,,,,,,,,,,,
2013-07-17,Portland,8.1,16.6,0.2,0.8,7.9,NNE,39.0,N,N,13.0,20.0,99.0,69.0,1017.4,1012.9,,8.0,9.5,15.9,No
2016-01-01,Melbourne,,,,15.0,2.8,S,35.0,SSW,SSE,19.0,17.0,,,,,,,,,
2011-10-13,Melbourne,7.8,21.2,0.2,2.8,10.9,N,35.0,W,N,2.0,6.0,68.0,49.0,1021.5,1017.6,5.0,7.0,12.2,20.2,No
2009-01-22,PearceRAAF,17.1,30.6,0.0,,11.1,SW,46.0,S,SW,17.0,22.0,75.0,41.0,1013.4,1011.1,8.0,0.0,20.4,29.7,No
2016-09-25,Mildura,5.4,17.5,2.8,1.0,8.0,NW,48.0,SW,W,17.0,9.0,73.0,44.0,1015.6,1013.0,0.0,3.0,11.7,16.2,Yes
2017-03-24,Sydney,18.5,24.1,10.2,7.8,5.5,S,41.0,W,SSW,13.0,20.0,85.0,70.0,1019.9,1019.1,2.0,7.0,20.4,21.7,Yes
2017-02-06,Newcastle,,36.8,0.0,,,,,,,,,,,,,,,,,No
2011-11-17,Portland,8.2,27.0,0.0,6.4,9.0,NNE,28.0,NE,NNE,13.0,9.0,62.0,49.0,1016.8,1012.3,6.0,5.0,14.5,25.4,No
2013-03-19,Melbourne,11.4,24.0,1.6,2.6,11.4,SE,33.0,N,SE,9.0,11.0,69.0,45.0,1024.7,1022.5,1.0,2.0,14.9,21.8,Yes
2017-03-06,Mildura,18.2,33.1,0.0,10.8,11.9,SSE,33.0,SE,SSW,22.0,11.0,65.0,25.0,1014.3,1012.2,0.0,0.0,19.7,31.7,No
2013-11-11,Portland,9.8,17.1,0.4,3.6,12.9,SE,59.0,E,SE,22.0,33.0,68.0,64.0,1026.1,1023.9,1.0,7.0,14.0,15.9,No
2008-09-30,Melbourne,8.3,17.5,0.0,3.4,10.8,SSE,33.0,WSW,WNW,24.0,9.0,47.0,35.0,1021.6,1019.3,6.0,4.0,12.2,16.7,No
2010-01-22,Portland,14.2,23.4,0.4,4.4,3.4,SW,52.0,ENE,NE,17.0,17.0,75.0,68.0,1005.0,1000.9,8.0,7.0,17.9,21.9,No
2011-11-24,Portland,11.5,18.2,0.0,4.4,10.2,SE,41.0,E,SE,13.0,24.0,70.0,59.0,1028.1,1025.2,8.0,3.0,13.7,17.5,No
2008-07-31,Melbourne,6.5,15.4,0.4,3.2,4.7,N,69.0,N,N,41.0,41.0,64.0,46.0,1011.6,1006.9,6.0,6.0,9.7,15.2,No
2015-11-28,Melbourne,,,,5.0,11.8,SSE,35.0,WSW,SSE,13.0,20.0,,,,,,,,,
2014-12-10,Newcastle,19.0,27.7,0.0,,,,,SE,SE,4.0,19.0,75.0,67.0,,,8.0,6.0,23.8,26.5,No
2016-08-14,Newcastle,,20.0,0.0,,,,,NW,,9.0,,63.0,,,,1.0,,13.8,,No
2013-09-02,Sydney,12.2,22.0,0.0,4.0,11.0,NE,28.0,W,NE,19.0,17.0,71.0,41.0,1031.2,1029.1,6.0,2.0,15.9,21.4,No
2014-12-11,PearceRAAF,17.3,35.6,0.0,,13.4,E,57.0,E,SSE,35.0,15.0,45.0,17.0,1015.0,1010.1,0.0,0.0,24.8,33.9,No
2009-08-22,Mildura,9.1,16.2,0.0,5.0,1.0,N,37.0,NNE,N,19.0,17.0,59.0,72.0,1010.1,1006.7,8.0,7.0,12.0,15.7,No
2010-07-07,Sydney,9.6,16.0,2.6,1.4,2.9,,,W,S,22.0,20.0,83.0,70.0,1023.9,1022.5,7.0,6.0,10.3,15.3,Yes
2013-06-27,PearceRAAF,6.9,19.7,0.0,,6.6,SSW,28.0,N,SSW,7.0,13.0,86.0,52.0,1021.9,1020.5,6.0,4.0,11.5,19.1,No
2009-09-10,Melbourne,10.5,14.8,0.0,3.2,2.8,,,W,WSW,19.0,11.0,57.0,48.0,1018.0,1017.6,8.0,7.0,11.6,14.3,No
2012-10-08,Newcastle,10.8,19.2,0.2,,,,,,SE,0.0,9.0,85.0,52.0,,,7.0,7.0,13.8,18.6,No
2009-08-07,Sydney,11.0,23.5,0.0,4.8,8.9,,,NNW,WNW,22.0,24.0,47.0,21.0,1015.8,1009.4,3.0,4.0,15.4,23.2,No
2017-03-07,Newcastle,17.2,23.5,0.0,,,,,SE,,9.0,,88.0,,,,7.0,,19.0,,No
2010-07-31,Mildura,7.6,16.6,3.6,2.8,5.8,WNW,41.0,WNW,W,15.0,22.0,86.0,54.0,1019.2,1018.7,0.0,4.0,10.1,16.3,Yes
2016-07-28,Ballarat,5.4,12.2,0.2,,,WNW,41.0,NW,WNW,19.0,20.0,98.0,78.0,1025.1,1023.8,8.0,8.0,7.4,10.8,No
2016-09-13,Newcastle,13.1,21.5,0.0,,,,,,,0.0,,87.0,,,,8.0,,17.0,,No
2012-11-12,Mildura,16.7,31.5,0.0,12.0,12.9,W,43.0,NW,W,17.0,20.0,20.0,20.0,1017.6,1017.0,5.0,1.0,24.8,30.3,No
2016-07-10,Penrith,10.0,17.8,,,,NNE,19.0,,NE,0.0,13.0,98.0,70.0,,,,,13.3,17.2,
2013-04-19,Brisbane,13.8,28.2,0.0,4.2,10.4,W,31.0,SW,WSW,4.0,11.0,52.0,27.0,1012.9,1008.9,1.0,2.0,22.2,27.9,No
2012-07-17,PearceRAAF,3.7,16.3,3.6,,7.2,,,NE,S,6.0,17.0,95.0,52.0,1027.0,1025.7,8.0,3.0,8.9,15.7,Yes
2009-07-22,Portland,7.9,9.9,4.6,2.4,0.1,,,NNW,S,13.0,20.0,92.0,77.0,1002.9,1005.0,8.0,8.0,8.5,9.5,Yes
2010-04-29,Melbourne,12.8,18.4,2.2,2.8,2.7,W,48.0,WNW,SW,13.0,28.0,71.0,58.0,1020.8,1020.6,7.0,7.0,14.8,17.8,Yes
2013-04-06,Brisbane,16.9,24.6,2.0,6.4,2.7,SE,30.0,SSW,S,4.0,4.0,76.0,68.0,1024.4,1020.7,7.0,8.0,21.4,22.1,Yes
2014-11-12,PearceRAAF,13.3,24.8,0.0,,6.9,SW,50.0,SW,SW,17.0,35.0,60.0,47.0,1018.2,1016.0,6.0,8.0,18.1,20.8,No
2016-11-21,Mildura,19.9,39.6,0.8,10.6,4.1,NW,80.0,NNE,N,17.0,43.0,34.0,19.0,1009.2,1005.5,6.0,7.0,27.9,35.6,No
2014-11-24,Portland,11.7,18.9,1.6,6.8,8.6,W,56.0,SW,W,9.0,26.0,89.0,86.0,1009.1,1010.3,8.0,8.0,14.8,15.1,Yes
2014-03-05,Brisbane,19.0,27.9,3.4,6.6,5.1,ENE,26.0,SSE,ENE,7.0,13.0,82.0,52.0,1020.0,1016.2,7.0,3.0,21.6,26.4,Yes
2017-05-24,Melbourne,11.7,17.1,0.0,3.2,7.2,WSW,37.0,NNW,SW,13.0,9.0,67.0,60.0,1015.3,1016.8,1.0,3.0,14.1,15.6,No
2009-11-18,PearceRAAF,14.9,23.8,3.4,,3.3,NW,72.0,NW,W,30.0,30.0,69.0,93.0,1002.0,1000.4,8.0,8.0,20.4,16.3,Yes
2017-05-02,PearceRAAF,13.4,27.8,0.0,,8.0,ENE,39.0,NE,NE,15.0,11.0,49.0,30.0,1025.3,1021.2,,,17.4,26.6,No
2012-07-02,Portland,7.9,12.9,1.8,0.6,3.0,SW,35.0,SW,W,17.0,24.0,70.0,75.0,1024.7,1024.1,6.0,7.0,9.7,12.7,Yes
2012-04-18,Mildura,8.5,27.3,0.0,4.0,10.5,ESE,28.0,ENE,SE,11.0,19.0,55.0,24.0,1021.2,1017.3,0.0,1.0,18.6,27.1,No
2010-12-16,Brisbane,19.9,31.3,0.6,7.0,,S,52.0,WNW,NNW,2.0,2.0,67.0,90.0,1008.1,1005.7,7.0,7.0,27.3,20.4,No
2017-03-01,Brisbane,20.9,32.6,0.0,6.6,11.0,ENE,31.0,SSW,E,6.0,17.0,58.0,56.0,1017.3,1014.2,2.0,3.0,27.6,29.0,No
2015-08-12,Penrith,1.9,17.8,0.0,,,WNW,65.0,NE,WSW,4.0,28.0,73.0,39.0,,,,,7.8,15.2,No
2017-02-24,Ballarat,10.6,19.7,0.2,,,S,48.0,S,S,28.0,28.0,79.0,48.0,1023.4,1023.3,6.0,,12.3,18.5,No
2013-01-30,Mildura,11.1,29.0,0.0,12.0,13.3,SW,31.0,SSE,WNW,13.0,11.0,42.0,20.0,1017.2,1014.5,0.0,0.0,17.2,25.7,No
2016-03-28,Ballarat,6.7,15.6,0.0,,,SE,43.0,SSE,SE,24.0,26.0,69.0,59.0,1018.8,1017.8,5.0,8.0,10.5,14.2,No
2009-08-07,Melbourne,11.0,14.6,1.0,4.6,7.9,SW,87.0,WSW,SW,35.0,31.0,65.0,41.0,1012.3,1018.3,4.0,4.0,11.4,13.5,No
2015-11-18,Brisbane,16.1,28.2,0.0,7.6,13.0,N,22.0,NE,NNE,4.0,7.0,53.0,48.0,1020.1,1016.5,2.0,1.0,24.1,27.4,No
2014-01-16,Nhil,23.6,43.3,0.0,,,NE,37.0,NE,N,22.0,19.0,27.0,12.0,1015.0,1010.9,,,31.8,41.5,No
2015-11-17,Melbourne,,,,9.8,9.2,N,61.0,N,NW,39.0,39.0,,,,,,,,,
2009-03-27,Sydney,20.6,23.5,0.4,5.8,4.8,,,SSE,SSE,17.0,26.0,69.0,59.0,1023.9,1023.7,7.0,6.0,22.0,22.5,No
2015-11-21,Mildura,12.3,25.7,0.0,10.2,12.8,SSE,39.0,S,SSE,22.0,19.0,56.0,25.0,1023.7,1020.7,3.0,0.0,15.7,23.3,No
2008-10-04,Brisbane,13.6,27.4,0.0,7.0,11.3,NE,33.0,NNW,NE,11.0,17.0,52.0,52.0,1021.5,1016.1,1.0,0.0,23.4,25.1,No
2012-01-27,Newcastle,20.5,28.2,0.0,,,,,SE,NE,6.0,9.0,74.0,67.0,,,5.0,5.0,25.6,26.9,No
2012-01-01,Mildura,20.9,38.8,0.0,10.8,13.6,NNW,35.0,N,NE,20.0,13.0,25.0,12.0,1013.9,1010.8,0.0,1.0,29.7,38.0,No
2016-08-05,Brisbane,11.6,20.9,0.2,4.0,9.1,SSW,30.0,SSW,SE,9.0,11.0,59.0,42.0,1024.8,1022.8,1.0,3.0,16.7,20.4,No
2010-10-02,Portland,3.6,17.0,0.2,2.4,11.0,E,35.0,NNE,E,11.0,20.0,61.0,51.0,1027.9,1024.6,,0.0,12.8,16.3,No
2011-01-22,PearceRAAF,17.3,37.5,0.0,,7.4,,,,WSW,,22.0,,20.0,,1007.9,,,,31.7,No
2013-11-18,PearceRAAF,14.7,25.4,0.0,,7.5,ESE,56.0,ESE,SE,26.0,28.0,49.0,38.0,1012.3,1010.7,6.0,7.0,20.9,24.8,No
2013-03-28,PearceRAAF,10.4,25.6,0.0,,10.9,ENE,37.0,E,ESE,22.0,17.0,46.0,31.0,1027.8,1023.7,0.0,0.0,19.0,24.4,No
2013-06-13,Mildura,11.0,14.6,4.2,0.6,2.0,SW,31.0,SW,SSW,13.0,15.0,96.0,83.0,1010.0,1009.7,8.0,7.0,11.4,13.1,Yes
2016-04-18,PearceRAAF,14.6,22.0,3.2,,0.5,S,28.0,N,W,7.0,19.0,93.0,73.0,1016.6,1014.1,5.0,7.0,18.9,21.1,Yes
2010-05-25,Melbourne,11.9,15.0,4.2,1.8,0.0,ESE,24.0,ENE,SSE,11.0,11.0,85.0,91.0,1008.2,1005.2,7.0,7.0,13.4,14.3,Yes
2012-03-09,Ballarat,12.0,23.9,0.0,,,WSW,46.0,SSE,WSW,7.0,24.0,98.0,32.0,1013.1,1011.2,8.0,,13.0,22.8,No
2008-06-17,Sydney,13.1,17.5,3.4,0.8,1.3,,,W,SSW,11.0,13.0,88.0,73.0,1026.7,1024.8,7.0,7.0,14.2,17.3,Yes
2010-07-29,Penrith,9.6,,23.4,,,N,11.0,,,,0.0,,100.0,,,,,,13.1,Yes
2012-02-29,Brisbane,20.6,30.6,0.0,6.8,11.5,NE,24.0,S,NNE,4.0,9.0,71.0,63.0,1016.3,1012.1,2.0,1.0,27.2,29.4,No
2011-03-16,Sydney,19.3,28.3,0.0,3.2,7.7,ESE,33.0,W,SE,11.0,20.0,77.0,65.0,1017.2,1016.8,,,22.3,25.3,No
2015-01-24,Sydney,22.7,29.1,0.0,9.2,9.8,NE,43.0,E,NE,15.0,24.0,69.0,54.0,1008.1,1004.9,1.0,1.0,26.7,28.3,No
2011-08-25,Mildura,6.6,24.6,0.0,3.6,10.5,WNW,48.0,NNW,WSW,19.0,24.0,41.0,36.0,1022.0,1020.8,0.0,1.0,16.2,22.4,No
2012-10-25,Brisbane,13.7,26.5,0.0,8.0,11.1,ENE,26.0,WSW,ENE,7.0,13.0,52.0,42.0,1018.1,1012.5,7.0,3.0,21.1,25.2,No
2017-04-03,Mildura,7.5,25.2,0.0,,11.0,SSE,24.0,SSE,SW,15.0,9.0,60.0,26.0,1029.0,1025.1,,0.0,12.6,23.9,No
2015-10-13,Mildura,7.2,24.2,0.0,6.0,11.9,SSE,30.0,SE,SSE,15.0,15.0,60.0,26.0,1024.2,1021.4,0.0,0.0,12.7,22.7,No
2014-09-27,Brisbane,14.5,26.6,0.0,6.6,9.5,S,26.0,W,ENE,6.0,13.0,60.0,47.0,1019.3,1015.2,4.0,2.0,21.1,24.7,No
2016-01-06,Portland,16.4,22.3,0.0,7.4,11.6,SE,44.0,SE,SE,24.0,28.0,81.0,59.0,1020.2,1020.8,8.0,2.0,17.6,21.7,No
2016-05-09,Nhil,14.0,18.3,10.2,,,NNW,78.0,N,NNW,20.0,35.0,76.0,66.0,996.2,991.7,,,15.1,17.4,Yes
2016-05-29,Newcastle,9.0,19.2,0.0,,,,,NW,,9.0,,71.0,,,,0.0,,11.8,,No
2016-07-25,Sydney,8.4,17.9,0.0,4.0,9.9,W,44.0,NNW,WNW,19.0,24.0,50.0,31.0,1012.7,1011.3,1.0,1.0,12.2,17.1,No
2013-07-09,Ballarat,-4.3,11.4,1.0,,,N,20.0,,N,0.0,9.0,99.0,47.0,1037.1,1033.0,,,1.2,11.0,No
2011-07-07,Melbourne,6.4,11.5,2.4,1.0,4.9,SW,46.0,W,SW,26.0,30.0,75.0,56.0,1015.3,1019.5,6.0,7.0,6.7,11.4,Yes
2013-06-07,PearceRAAF,5.6,21.2,0.1,,8.4,N,33.0,,NNW,0.0,11.0,82.0,36.0,1025.4,1020.9,1.0,4.0,13.6,20.8,No
2014-04-08,Nhil,17.0,18.7,0.4,,,NE,24.0,NE,ENE,15.0,13.0,82.0,88.0,1017.7,1016.5,,,17.2,18.2,No
2015-06-27,Penrith,4.6,17.8,0.4,,,NNW,9.0,,WNW,0.0,4.0,98.0,55.0,,,,,6.7,17.7,No
2009-05-25,Sydney,13.6,20.3,0.0,3.6,2.2,,,,,,,82.0,61.0,1025.8,1023.2,7.0,7.0,15.4,19.4,No
2011-01-18,PearceRAAF,15.8,35.9,0.0,,13.2,SW,39.0,SE,WSW,17.0,22.0,42.0,25.0,1011.1,1007.0,0.0,0.0,24.7,34.6,No
2010-05-05,Ballarat,2.3,11.3,7.4,,,W,41.0,W,W,17.0,28.0,98.0,61.0,1016.3,1016.4,6.0,7.0,6.1,10.9,Yes
2012-06-26,PearceRAAF,13.2,21.2,0.0,,1.5,N,57.0,NNE,NNW,20.0,30.0,44.0,43.0,1017.5,1013.2,8.0,7.0,14.7,20.7,No
2012-08-22,Newcastle,10.0,23.7,0.0,,,,,,,0.0,0.0,74.0,47.0,,,7.0,2.0,14.2,23.2,No
2013-11-28,PearceRAAF,17.0,32.6,0.0,,11.9,N,48.0,NNE,W,22.0,30.0,48.0,44.0,1008.6,1006.2,1.0,0.0,27.3,28.4,No
2015-09-16,Brisbane,13.0,27.4,0.0,5.0,10.4,WSW,26.0,NW,ENE,2.0,11.0,65.0,54.0,1019.7,1014.6,1.0,2.0,21.1,25.7,No
2008-05-02,Sydney,10.8,22.2,0.0,2.4,9.1,,,W,WSW,19.0,17.0,65.0,44.0,1018.7,1015.3,1.0,3.0,14.5,21.7,No
2014-02-07,Melbourne,22.9,36.6,0.0,15.4,10.5,N,65.0,N,SSE,46.0,31.0,29.0,51.0,1010.6,1009.7,5.0,7.0,29.0,27.6,No
2011-12-23,Newcastle,18.0,27.5,1.4,,,,,NE,N,4.0,15.0,79.0,60.0,,,6.0,4.0,23.0,27.0,Yes
2014-12-04,PearceRAAF,11.5,26.7,0.0,,12.5,WSW,43.0,SSE,SW,15.0,26.0,46.0,43.0,1016.6,1013.9,1.0,2.0,21.0,24.6,No
2012-01-28,Sydney,21.6,26.6,0.2,6.2,3.5,ENE,31.0,ESE,E,19.0,19.0,68.0,81.0,1015.9,1013.2,,,23.5,23.7,No
2010-12-16,Portland,7.9,17.9,0.2,7.0,8.7,W,46.0,WSW,W,20.0,31.0,60.0,61.0,1008.8,1007.9,6.0,5.0,14.2,17.0,No
2010-04-30,Mildura,13.6,20.0,0.0,4.0,7.9,SSW,19.0,ESE,SW,9.0,9.0,55.0,42.0,1028.9,1025.5,7.0,2.0,15.4,19.4,No
2016-06-08,Mildura,8.8,17.5,1.0,,2.1,NNE,41.0,NNE,N,20.0,24.0,92.0,66.0,1009.0,1002.3,8.0,8.0,10.7,17.0,No
2014-03-15,Mildura,17.1,32.7,1.0,7.0,8.3,WSW,59.0,W,NNW,13.0,30.0,89.0,26.0,1008.9,1001.5,8.0,7.0,17.7,31.1,No
2015-06-04,PearceRAAF,9.6,23.6,0.0,,7.2,WNW,43.0,N,WNW,7.0,9.0,96.0,62.0,1024.1,1022.0,,8.0,16.8,22.0,No
2015-08-24,Brisbane,17.1,25.3,0.0,2.4,8.2,NE,20.0,N,NE,6.0,9.0,65.0,67.0,1021.6,1017.0,2.0,6.0,22.6,23.4,No
2015-09-20,Melbourne,,,,4.8,10.7,N,50.0,N,N,37.0,22.0,,,,,,,,,
2014-09-24,Newcastle,9.2,25.2,0.0,,,,,,NE,0.0,9.0,78.0,52.0,,,0.0,1.0,16.2,23.6,No
2009-10-14,Melbourne,9.6,16.4,3.2,5.4,2.8,WSW,72.0,W,WSW,24.0,37.0,70.0,67.0,999.9,1002.2,6.0,7.0,12.2,14.7,Yes
2016-02-19,Nhil,14.4,23.2,0.0,,,SSW,43.0,SSW,SW,17.0,20.0,76.0,50.0,1012.8,1013.9,,,17.4,22.5,No
2016-09-07,PearceRAAF,11.1,18.1,5.8,,7.9,W,69.0,W,W,26.0,37.0,66.0,58.0,1012.5,1014.2,7.0,8.0,14.9,15.0,Yes
2017-01-07,Sydney,19.2,26.8,4.4,6.6,11.5,NE,43.0,S,NE,2.0,28.0,61.0,57.0,1018.4,1015.0,3.0,3.0,24.8,25.2,Yes
2013-09-13,Melbourne,3.9,16.0,2.0,3.0,2.4,N,57.0,NE,N,9.0,30.0,54.0,35.0,1018.0,1014.8,7.0,7.0,7.8,15.1,Yes
2009-02-25,Portland,12.1,19.3,0.0,4.8,10.0,SE,35.0,ESE,SE,9.0,19.0,76.0,64.0,1021.8,1020.7,8.0,6.0,14.4,18.2,No
2015-10-24,Nhil,5.5,27.0,0.0,,,SE,28.0,E,NE,19.0,9.0,55.0,22.0,1021.5,1018.2,,,14.0,24.1,No
2013-12-20,Nhil,19.4,40.1,0.0,,,S,65.0,N,SW,13.0,30.0,21.0,14.0,1010.1,1008.7,,,30.9,38.9,No
2017-04-12,Penrith,15.8,23.0,0.0,,,SSW,28.0,SW,SSW,13.0,11.0,,,,,,,19.9,22.3,No
2015-05-03,Ballarat,3.1,15.3,0.0,,,S,22.0,SSW,SSW,7.0,13.0,98.0,72.0,1020.4,1018.8,8.0,8.0,11.3,13.7,No
2011-12-06,Brisbane,17.9,23.6,0.0,8.6,0.0,SSE,33.0,SSE,SE,15.0,15.0,55.0,57.0,1015.5,1013.2,7.0,7.0,22.1,21.7,No
2014-12-30,Sydney,19.4,28.1,0.0,8.0,12.7,SSW,54.0,S,E,13.0,17.0,59.0,50.0,1007.4,1004.0,0.0,0.0,23.4,26.9,No
2012-05-26,Ballarat,5.1,11.1,12.4,,,WSW,33.0,WSW,SW,15.0,13.0,100.0,98.0,1014.7,1015.7,8.0,8.0,8.6,10.2,Yes
2009-06-23,Ballarat,7.3,14.1,0.4,,,NE,56.0,ENE,N,26.0,28.0,81.0,99.0,1016.1,1014.1,4.0,8.0,11.0,9.9,No
2015-03-13,Ballarat,9.1,20.3,0.0,,,SE,50.0,SSE,ESE,26.0,24.0,76.0,44.0,1021.9,1020.2,4.0,,11.6,19.0,No
2016-09-25,Penrith,13.2,23.1,0.8,,,WSW,35.0,NNE,SW,9.0,19.0,74.0,44.0,,,,,15.5,21.7,No
2013-07-26,Melbourne,7.8,15.1,0.6,2.2,6.3,N,54.0,N,NNW,33.0,22.0,83.0,59.0,1025.6,1024.6,7.0,3.0,9.3,14.5,No
2013-09-30,Brisbane,16.4,27.0,0.0,7.0,9.5,NNE,22.0,NE,NE,4.0,9.0,66.0,63.0,1021.1,1017.2,7.0,5.0,22.9,24.6,No
2011-06-19,Brisbane,7.7,20.1,0.0,5.0,9.1,WSW,19.0,WSW,WSW,7.0,4.0,58.0,41.0,1017.5,1015.2,0.0,0.0,13.5,19.5,No
2011-11-16,Mildura,17.8,25.1,0.0,11.0,6.2,S,48.0,SSW,SE,13.0,20.0,56.0,32.0,1019.8,1017.1,8.0,7.0,18.1,24.1,No
2009-06-22,Mildura,6.2,20.1,0.0,2.2,7.9,NNE,37.0,NE,NNE,9.0,28.0,93.0,32.0,1017.4,1014.2,3.0,1.0,8.2,19.9,No
2011-09-28,Ballarat,9.6,16.4,0.0,,,NNE,57.0,NNE,N,31.0,20.0,63.0,98.0,1003.0,998.2,8.0,8.0,14.5,13.5,No
2016-01-13,Sydney,21.3,31.0,0.0,6.0,11.0,NE,37.0,NNE,E,4.0,28.0,69.0,59.0,1019.7,1016.2,3.0,1.0,23.2,26.7,No
2013-11-27,Penrith,12.1,28.9,0.0,,,E,24.0,NE,SSE,4.0,7.0,55.0,33.0,,,,,19.3,27.0,No
2015-04-25,Melbourne,,,,2.6,0.0,SW,37.0,,WSW,0.0,13.0,,,,,,,,,
2014-08-30,Penrith,11.5,18.4,0.0,,,SSW,35.0,SW,SSW,19.0,19.0,56.0,59.0,,,,,15.0,16.8,No
2016-01-23,Sydney,22.3,26.0,13.0,3.4,9.5,,,S,S,17.0,33.0,60.0,59.0,1006.7,1008.6,3.0,6.0,25.6,25.5,Yes
2016-09-03,Ballarat,3.3,12.6,0.0,,,W,41.0,WSW,W,11.0,19.0,98.0,71.0,1008.9,1009.4,4.0,8.0,6.8,11.3,No
2014-01-28,Mildura,23.3,42.1,0.0,12.4,13.2,N,41.0,N,WNW,19.0,24.0,24.0,9.0,1013.1,1010.0,0.0,1.0,31.3,40.8,No
2016-01-05,Melbourne,,,,4.2,6.6,NE,37.0,W,E,7.0,9.0,,,,,,,,,
2015-05-14,Penrith,3.9,18.9,0.0,,,SSW,28.0,SE,SSW,4.0,9.0,48.0,32.0,,,,,12.6,18.4,No
2009-03-05,Melbourne,12.5,17.6,2.0,4.6,0.2,SW,52.0,SW,S,28.0,30.0,83.0,65.0,1016.0,1016.4,7.0,7.0,13.2,16.1,Yes
2009-04-29,Ballarat,1.7,10.0,0.0,,,SSE,24.0,SSW,S,7.0,13.0,93.0,58.0,1023.2,1021.4,8.0,8.0,5.0,9.6,No
2013-08-19,Brisbane,13.0,26.1,0.0,4.0,10.4,W,26.0,SW,W,4.0,9.0,69.0,30.0,1017.0,1010.5,6.0,5.0,18.6,24.9,No
2013-10-11,PearceRAAF,8.8,,0.0,,6.5,WSW,50.0,W,W,24.0,30.0,61.0,60.0,1018.3,1015.6,5.0,7.0,19.2,19.6,No
2009-04-07,Brisbane,20.0,25.7,1.2,2.8,0.9,ESE,35.0,S,SE,15.0,11.0,70.0,76.0,1019.8,1019.0,7.0,7.0,23.7,22.2,Yes
2014-04-07,Ballarat,8.7,21.3,0.0,,,NNE,43.0,NNE,NNE,26.0,24.0,71.0,49.0,1023.8,1020.0,,3.0,16.1,20.8,No
2012-11-07,Mildura,15.3,28.7,1.6,4.2,5.6,W,35.0,S,E,9.0,6.0,59.0,32.0,1011.8,1008.9,8.0,2.0,16.4,25.6,Yes
2011-12-26,Newcastle,18.2,29.2,6.0,,,,,NE,,9.0,,64.0,,,,1.0,,23.2,,Yes
2009-07-18,Brisbane,8.6,21.7,0.0,4.0,9.0,NNW,19.0,SW,E,9.0,11.0,66.0,50.0,1023.3,1020.1,1.0,3.0,13.6,20.0,No
2014-10-09,Mildura,5.4,28.4,0.0,6.0,11.5,NE,39.0,NE,NNW,9.0,9.0,49.0,14.0,1023.0,1018.2,0.0,1.0,15.9,26.4,No
2016-07-04,Mildura,5.3,11.9,0.0,,0.6,N,24.0,NNE,NNE,13.0,19.0,90.0,73.0,1017.4,1012.4,7.0,8.0,7.2,11.4,No
